0.992397985,0.129062982
0.882640727,0.165869383
0.159054643,0.574770612
0.222504937,0.845120438
|,
0.419808674,0.02097078
0.851494929,0.722423419
0.21243799,0.11709784
0.231560252,0.568667665
|,
0.713580492,0.602971755
0.185244767,0.769363209
0.409314417,0.055633325
0.280542993,0.525657585
|,
0.226502412,0.240611726
0.029167932,0.903684194
0.082953552,0.557912348
0.65865535,0.095814371
|,
0.02878361,0.462329862
0.066000716,0.183842395
0.0389334,0.721401584
0.693381793,0.772523
|,
0.594237834,0.214650777
0.969680552,0.270263851
0.3436629,0.458139989
0.121225922,0.124119061
|,
0.442776655,0.028233989
0.096872517,0.032445589
0.728914404,0.143369496
0.626870271,0.940300631
|,
0.349843569,0.028540699
0.635599803,0.339735316
0.560344398,0.88974294
0.486722735,0.575037846
|,
0.23115968,0.773443414
0.841998526,0.774081188
0.654562526,0.333589303
0.355248191,0.727868988
|,
0.166857288,0.61752782
0.16151274,0.866834352
0.533811334,0.673888275
0.549798622,0.508018315
|,
0.717924899,0.526871013
0.59879043,0.280344173
0.716989861,0.596653014
0.979205929,0.261927476
|,
0.716303593,0.889998864
0.802001468,0.7927542
0.763808339,0.516351506
0.69611669,0.015969849
|,
0.068061946,0.439456819
0.502428604,0.27343501
0.323242067,0.423604123
0.989803761,0.726538318
|,
0.438415874,0.570777721
0.520116525,0.307827616
0.177246127,0.784812999
0.729834205,0.353277648
|,
0.677549776,0.503453527
0.351670175,0.763148381
0.748014212,0.562898562
0.231828827,0.029123642
|,
0.38305567,0.134795332
0.006991448,0.886166457
0.097086522,0.372625064
0.159893596,0.960012398
|,
0.784498227,0.995120921
0.433517895,0.239678029
0.629720481,0.522178952
0.095352066,0.212527884
|,
0.654822929,0.816563738
0.991623072,0.767514435
0.485720724,0.773142115
0.924544034,0.744497837
|,
0.724677389,0.096691351
0.423514698,0.118044629
0.741729047,0.315138668
0.056509357,0.412185786
|,
0.111967286,0.865510168
0.018877792,0.534654877
0.667944798,0.46927418
0.379944271,0.178568253
|,
0.600336293,0.116976708
0.872118516,0.159667577
0.178872915,0.091722292
0.766579544,0.967157823
|,
0.622171914,0.761395336
0.985656571,0.321088234
0.930642135,0.022262618
0.842457307,0.458850099
|,
0.901928692,0.136037048
0.563251546,0.202999608
0.020535622,0.768786173
0.142697297,0.619996028
|,
0.736207181,0.501163635
0.256434789,0.102654918
0.670765258,0.375874552
0.966051934,0.217182338
|,
0.513560058,0.223925351
0.061329713,0.895828619
0.516837386,0.107457019
0.780055118,0.420292871
|,
0.012678924,0.940838594
0.345166929,0.099938827
0.902552589,0.95502126
0.80596715,0.197546006
|,
0.216954626,0.144636236
0.741158304,0.219015332
0.843281474,0.345591791
0.545112936,0.53292642
|,
0.441498752,0.13516107
0.081978433,0.453102559
0.424503586,0.209570041
0.278613637,0.912998477
|,
0.769229569,0.700021436
0.758445612,0.946448689
0.730807473,0.988628673
0.788907571,0.230035155
|,
0.298701716,0.424592155
0.34655301,0.769095681
0.956729343,0.559238782
0.604999959,0.715671365
|,
0.356697548,0.170963698
0.501196421,0.96524437
0.028808245,0.976087264
0.516091521,0.023121467
|,
0.814553617,0.686772241
0.429665416,0.916279272
0.630970651,0.871625404
0.68078479,0.252150966
|,
0.961512027,0.380083974
0.043005398,0.402367275
0.92996072,0.229380439
0.336835615,0.960734527
|,
0.001406203,0.513738216
0.423118198,0.29686206
0.01653226,0.837554438
0.051189407,0.14779841
|,
0.616803337,0.462428232
0.519614575,0.611293778
0.054595776,0.632297113
0.569039666,0.602461201
|,
0.773257834,0.74604206
0.443115481,0.948440053
0.372344841,0.609163578
0.308181391,0.165517657
|,
0.722677118,0.948404421
0.386240783,0.628311081
0.813884178,0.572874777
0.118426645,0.775311108
|,
0.21109841,0.469674859
0.047903775,0.800547018
0.552860166,0.049121726
0.992178445,0.709142494
|,
0.698026354,0.168636326
0.142759132,0.299487458
0.958178657,0.154192229
0.393059395,0.722942521
|,
0.96983399,0.606879735
0.21465117,0.769287875
0.187733516,0.180424742
0.073114576,0.157445575
|,
0.729464556,0.818509439
0.525277774,0.480083577
0.629023675,0.602708845
0.691546554,0.106026333
|,
0.986883927,0.399312473
0.94718827,0.738603605
0.990306645,0.913595767
0.63699395,0.761324894
|,
0.208961961,0.532075316
0.889026087,0.228835448
0.509468684,0.077187321
0.887483831,0.568659495
|,
0.327644276,0.87911221
0.44135131,0.413819071
0.711751022,0.247810855
0.022745639,0.354403097
|,
0.241015227,0.071230105
0.977138047,0.514460626
0.453721005,0.385785809
0.367249523,0.721662805
|,
0.786223329,0.607886494
0.328601213,0.384703571
0.317616898,0.159234826
0.281126869,0.279740118
|,
0.281086126,0.041426949
0.438842219,0.582630214
0.986218376,0.990312886
0.642958874,0.550891951
|,
0.511214916,0.447363891
0.443428602,0.118081322
0.010995227,0.127274428
0.648438759,0.671689653
|,
0.907205472,0.450444786
0.568642491,0.776785024
0.267110003,0.32682823
0.54918504,0.718585161
|,
0.642499119,0.224419238
0.349353731,0.302285419
0.499614872,0.544042626
0.228718198,0.352999652
