0.22473633,0.326201913
0.839559868,0.967285421
0.217504585,0.33434401
0.465874799,0.38168156
|,
0.909297069,0.510768639
0.762007216,0.552383215
0.431260849,0.102894323
0.169390095,0.60783105
|,
0.766548598,0.451272414
0.849981858,0.688565296
0.559014885,0.8427082
0.504124623,0.806563574
|,
0.187125417,0.486550357
0.341366617,0.695567058
0.967440763,0.557312722
0.901168928,0.873590287
|,
0.390934635,0.394587703
0.134922336,0.591121062
0.612449317,0.685268392
0.114655176,0.023281896
|,
0.856214322,0.089337557
0.242217163,0.287951886
0.435800284,0.72095859
0.58795996,0.767479897
|,
0.462838525,0.721574109
0.906987848,0.13743792
0.811502287,0.542398202
0.381328683,0.650623796
|,
0.512928826,0.500676706
0.068648118,0.106094196
0.755573059,0.437382395
0.319202469,0.624910601
|,
0.093959268,0.351572497
0.504488416,0.545872544
0.720454702,0.635999396
0.946070231,0.848926501
|,
0.561709111,0.477181024
0.505661426,0.675874252
0.304656881,0.655034783
0.790550594,0.877811647
|,
0.187115463,0.579124552
0.549831055,0.472769725
0.976870355,0.473778447
0.835710831,0.756464671
|,
0.194252501,0.925876224
0.177625697,0.159745638
0.683307567,0.134696143
0.613333795,0.593791543
|,
0.351624479,0.208148026
0.622800953,0.720817466
0.926048392,0.814235516
0.753858112,0.426304182
|,
0.407708791,0.464685454
0.805063267,0.553320772
0.301550823,0.147166443
0.365568163,0.354660345
|,
0.563862941,0.800359198
0.779893908,0.960263006
0.302636541,0.397000797
0.634826535,0.665957478
|,
0.702703433,0.987438009
0.249761242,0.192414394
0.602186019,0.582432797
0.226843639,0.841233497
|,
0.396591656,0.421688782
0.216912607,0.840592256
0.142794585,0.753357067
0.253320153,0.813261306
|,
0.876172639,0.620617922
0.549228892,0.351826297
0.97802278,0.51462997
0.331713262,0.504887181
|,
0.066316187,0.468428013
0.597127668,0.455754196
0.05768445,0.739797476
0.302275386,0.954634474
|,
0.158303107,0.836737312
0.415091922,0.376757589
0.395203582,0.912260372
0.19364387,0.171028308
|,
0.140486192,0.989525468
0.838031148,0.796418686
0.754109268,0.334415295
0.61811782,0.488287593
|,
0.326629679,0.319517806
0.306750353,0.183921502
0.659596872,0.097193494
0.50856057,0.287111361
|,
0.900590767,0.584703351
0.594497478,0.124909187
0.022112834,0.655169747
0.540919037,0.580112882
|,
0.563035553,0.768324275
0.676354171,0.330211236
0.751996067,0.665981924
0.809219416,0.714657898
|,
0.625344321,0.038920252
0.884531455,0.311941336
0.304610473,0.231835371
0.716116464,0.86952364
|,
0.774805632,0.097930579
0.643520258,0.89231593
0.068208214,0.916055657
0.095154801,0.13730286
|,
0.522434214,0.731040264
0.10685585,0.386193944
0.852216699,0.609219979
0.165585524,0.613551413
|,
0.397020682,0.753927485
0.225811638,0.278459189
0.449161621,0.400057162
0.688039689,0.555951045
|,
0.13801013,0.61835191
0.626603247,0.144187455
0.868216481,0.389148544
0.891310866,0.005740826
|,
0.123732651,0.438702951
0.670764599,0.699686428
0.159834865,0.586456861
0.26689082,0.065787318
|,
0.710090455,0.521711177
0.569300959,0.226620282
0.232874608,0.112454456
0.095751006,0.754343391
|,
0.717853604,0.333591098
0.40170894,0.606368101
0.844105798,0.526504604
0.407062095,0.910565725
|,
0.939241785,0.003418556
0.09416717,0.32307259
0.576016635,0.755865622
0.196443231,0.951377739
|,
0.929996134,0.645066446
0.765463919,0.994450147
0.166724837,0.241198457
0.384995307,0.315413971
|,
0.37428484,0.282219105
0.699834654,0.002196543
0.236022794,0.453501165
0.837191883,0.089682773
|,
0.102507828,0.488826357
0.42296951,0.762300467
0.365660026,0.859855783
0.060622515,0.505534871
|,
0.548165628,0.445788965
0.675432327,0.084203538
0.06599821,0.31836515
0.294981027,0.021080655
|,
0.768429631,0.514664204
0.29875935,0.183875174
0.700628338,0.240771061
0.359480457,0.588856771
|,
0.705045579,0.044424654
0.096584822,0.609088203
0.029907859,0.849393303
0.588890545,0.717806409
|,
0.943851168,0.616459529
0.764928908,0.351180972
0.078741897,0.206495086
0.117549552,0.997997025
|,
0.423697241,0.828268095
0.259077961,0.298627206
0.525396504,0.249554132
0.146101601,0.474113546
|,
0.563600439,0.523812485
0.415315318,0.067475612
0.477451784,0.114978813
0.154084589,0.910819333
|,
0.028354886,0.68133084
0.106608539,0.92385297
0.778545596,0.0759874
0.380556803,0.9705238
|,
0.249787271,0.33320584
0.395047223,0.082110818
0.14789272,0.920912061
0.870928027,0.975714937
|,
0.742058952,0.440244745
0.456193844,0.948647876
0.68806235,0.403572343
0.117823195,0.553448958
|,
0.58669407,0.084330321
0.228982132,0.963075067
0.799988882,0.644394056
0.506088025,0.290772022
|,
0.469186977,0.083926937
0.945555438,0.970520476
0.121246365,0.155388789
0.879512315,0.301288741
|,
0.798461672,0.261309713
0.204524822,0.505692934
0.424440544,0.266864279
0.060567699,0.314338356
|,
0.170296864,0.178148993
0.64302459,0.666671779
0.532097206,0.947767986
0.254057008,0.047957641
|,
0.771044306,0.471012256
0.43429981,0.76628196
0.105064231,0.358207083
0.875719335,0.681588866
